AISEQ,AICANT,AIALMACEN
546912,-1.000,109
546913,-1.000,109
546914,-1.000,109
546915,-1.000,109
546916,-1.000,109
546917,-1.000,109
546918,-1.000,109
546919,-1.000,109
546920,-1.000,109
546921,-1.000,109
546922,-1.000,109
546923,-1.000,109
546924,-1.000,109
546925,-1.000,109
546926,-1.000,109
546927,-1.000,109
546928,-1.000,109
546929,-1.000,109
546930,-1.000,109
546931,-1.000,109
546932,-1.000,109
546933,-1.000,109
546934,-1.000,109
546935,-1.000,109
546936,-1.000,109
546937,-1.000,109
546938,-1.000,109
546939,-1.000,109
546940,-1.000,109
546941,-1.000,109
546942,-1.000,109
546943,-1.000,109
546944,-1.000,109
546945,-1.000,109
546946,-1.000,109
546947,-1.000,109
546948,-1.000,109
546949,-1.000,109
546950,-1.000,109
546951,-1.000,109
546952,-1.000,109
546953,-1.000,109
546954,-1.000,109
546955,-1.000,109
546956,-1.000,109
546957,-1.000,109
546958,-1.000,109
546959,-1.000,109
546960,-1.000,109
546961,-1.000,109
546962,-1.000,109
546963,-1.000,109
546964,-1.000,109
546965,-1.000,109
546966,-1.000,109
546967,-1.000,109
546968,-1.000,109
546969,-1.000,109
546970,-1.000,109
546971,-1.000,109
546972,-1.000,109
546973,-1.000,109
546974,-1.000,109
546975,-1.000,109
546976,-1.000,109
546977,-1.000,109
546978,-1.000,109
546979,-1.000,109
546980,-1.000,109
546981,-1.000,109
546982,-1.000,109
546983,-1.000,109
546984,-1.000,109
546985,-1.000,109
546986,-1.000,109
546987,-1.000,109
546988,-1.000,109
546989,-1.000,109
546990,-1.000,109
546991,-1.000,109
546992,-1.000,109
546993,-1.000,109
546994,-1.000,109
546995,-1.000,109
546996,-1.000,109
546997,-1.000,109
546998,-1.000,109
546999,-1.000,109
547000,-1.000,109
547001,-1.000,109
547002,-1.000,109
547003,-1.000,109
547004,-1.000,109
547005,-1.000,109
547006,-1.000,109
547007,-1.000,109
547008,-1.000,109
547009,-1.000,109
547010,-1.000,109
547011,-1.000,109
547012,-1.000,109
547013,-1.000,109
547014,-1.000,109
547015,-1.000,109
547016,-1.000,109
547017,-1.000,109
547018,-1.000,109
547019,-1.000,109
547020,-1.000,109
547021,-1.000,109
547022,-1.000,109
547023,-1.000,109
547024,-1.000,109
547025,-1.000,109
547026,-1.000,109
547027,-1.000,109
547028,-1.000,109
547029,-1.000,109
547030,-1.000,109
547031,-1.000,109
547032,-1.000,109
547033,-1.000,109
547034,-1.000,109
547035,-1.000,109
547036,-1.000,109
547037,-1.000,109
547038,-1.000,109
547039,-1.000,109
547040,-1.000,109
547041,-1.000,109
547042,-1.000,109
547043,-1.000,109
547044,-1.000,109
547045,-1.000,109
547046,-1.000,109
547047,-1.000,109
547048,-1.000,109
547049,-1.000,109
547050,-1.000,109
547051,-1.000,109
547052,-1.000,109
547053,-1.000,109
547054,-1.000,109
547055,-1.000,109
547056,-1.000,109
547057,-1.000,109
547058,-1.000,109
547059,-1.000,109
547060,-1.000,109
547061,-1.000,109
547062,-1.000,109
547063,-1.000,109
547064,-1.000,109
547065,-1.000,109
547066,-1.000,109
547067,-1.000,109
547068,-1.000,109
547069,-1.000,109
547070,-1.000,109
547071,-1.000,109
547072,-1.000,109
547073,-1.000,109
547074,-1.000,109
547075,-1.000,109
547076,-1.000,109
547077,-1.000,109
547078,-1.000,109
547079,-1.000,109
547080,-1.000,109
547081,-1.000,109
547082,-1.000,109
547083,-1.000,109
547084,-1.000,109
547085,-1.000,109
547086,-1.000,109
547087,-1.000,109
547088,-1.000,109
547089,-1.000,109
547090,-1.000,109
547091,-1.000,109
547092,-1.000,109
547093,-1.000,109
547094,-1.000,109
547095,-1.000,109
547096,-1.000,109
547097,-1.000,109
547098,-1.000,109
547099,-1.000,109
547100,-1.000,109
547101,-1.000,109
547102,-1.000,109
547103,-1.000,109
547104,-1.000,109
547105,-1.000,109
547106,-1.000,109
547107,-1.000,109
547108,-1.000,109
547109,-1.000,109
547110,-1.000,109
547111,-1.000,109
547112,-1.000,109
547113,-1.000,109
547114,-1.000,109
547115,-1.000,109
547116,-1.000,109
547117,-1.000,109
547118,-1.000,109
547119,-1.000,109
547120,-1.000,109
547121,-1.000,109
547122,-1.000,109
547123,-1.000,109
547124,-1.000,109
547125,-1.000,109
547126,-1.000,109
547127,-1.000,109
547128,-1.000,109
547129,-1.000,109
547130,-1.000,109
547131,-1.000,109
547132,-1.000,109
547133,-1.000,109
547134,-1.000,109
547135,-1.000,109
547136,-1.000,109
547137,-1.000,109
547138,-1.000,109
547139,-1.000,109
547140,-1.000,109
547141,-1.000,109
547142,-1.000,109
547143,-1.000,109
547144,-1.000,109
547145,-1.000,109
547146,-1.000,109
547147,-1.000,109
547148,-1.000,109
547149,-1.000,109
547150,-1.000,109
547151,-1.000,109
547152,-1.000,109
547153,-1.000,109
547154,-1.000,109
547155,-1.000,109
547156,-1.000,109
547157,-1.000,109
547158,-1.000,109
547159,-1.000,109
547160,-1.000,109
547161,-1.000,109
547162,-1.000,109
547163,-1.000,109
547164,-1.000,109
547165,-1.000,109
547166,-1.000,109
547167,-1.000,109
547168,-1.000,109
547169,-1.000,109
547170,-1.000,109
547171,-1.000,109
547172,-1.000,109
547173,-1.000,109
547174,-1.000,109
547175,-1.000,109
547176,-1.000,109
547177,-1.000,109
547178,-1.000,109
547179,-1.000,109
547180,-1.000,109
547181,-1.000,109
547182,-1.000,109
547183,-1.000,109
547184,-1.000,109
547185,-1.000,109
547186,-1.000,109
547187,-1.000,109
547188,-1.000,109
547189,-1.000,109
547190,-1.000,109
547191,-1.000,109
547192,-1.000,109
547193,-1.000,109
547194,-1.000,109
547195,-1.000,109
547196,-1.000,109
547197,-1.000,109
547198,-1.000,109
547199,-1.000,109
547200,-1.000,109
547201,-1.000,109
547202,-1.000,109
547203,-1.000,109
547204,-1.000,109
547205,-1.000,109
547206,-1.000,109
547207,-1.000,109
547208,-1.000,109
547209,-1.000,109
547210,-1.000,109
547211,-1.000,109
547212,-1.000,109
547213,-1.000,109
547214,-1.000,109
547215,-1.000,109
547216,-1.000,109
547217,-1.000,109
547218,-1.000,109
547219,-1.000,109
547220,-1.000,109
547221,-1.000,109
547222,-1.000,109
547223,-1.000,109
547224,-1.000,109
547225,-1.000,109
547226,-1.000,109
547227,-1.000,109
547228,-1.000,109
547229,-1.000,109
547230,-1.000,109
547231,-1.000,109
547232,-1.000,109
547233,-1.000,109
547234,-1.000,109
547235,-1.000,109
547236,-1.000,109
547237,-1.000,109
547238,-1.000,109
547239,-1.000,109
547240,-1.000,109
547241,-1.000,109
547242,-1.000,109
547243,-1.000,109
547244,-1.000,109
547245,-1.000,109
547246,-1.000,109
547247,-1.000,109
547248,-1.000,109
547249,-1.000,109
547250,-1.000,109
547251,-1.000,109
547252,-1.000,109
547253,-1.000,109
547254,-1.000,109
547255,-1.000,109
547256,-1.000,109
547257,-1.000,109
547258,-1.000,109
547259,-1.000,109
547260,-1.000,109
547261,-1.000,109
547262,-1.000,109
547263,-1.000,109
547264,-1.000,109
547265,-1.000,109
547266,-1.000,109
547267,-1.000,109
547268,-1.000,109
547269,-1.000,109
547270,-1.000,109
547271,-1.000,109
547272,-1.000,109
547273,-1.000,109
547274,-1.000,109
547275,-1.000,109
547276,-1.000,109
547277,-1.000,109
547278,-1.000,109
547279,-1.000,109
547280,-1.000,109
547281,-1.000,109
547282,-1.000,109
547283,-1.000,109
547284,-1.000,109
547285,-1.000,109
547286,-1.000,109
547287,-1.000,109
547288,-1.000,109
547289,-1.000,109
547290,-1.000,109
547291,-1.000,109
547292,-1.000,109
547293,-1.000,109
547294,-1.000,109
547295,-1.000,109
547296,-1.000,109
547297,-1.000,109
547298,-1.000,109
547299,-1.000,109
547300,-1.000,109
547301,-1.000,109
547302,-1.000,109
547303,-1.000,109
547304,-1.000,109
547305,-1.000,109
547306,-1.000,109
547307,-1.000,109
547308,-1.000,109
547309,-1.000,109
547310,-1.000,109
547311,-1.000,109
547312,-1.000,109
547313,-1.000,109
547314,-1.000,109
547315,-1.000,109
547316,-1.000,109
547317,-1.000,109
547318,-1.000,109
547325,-1.000,109
547326,-1.000,109
547464,-1.000,109
547479,-1.000,109
547924,-1.000,109
547925,-1.000,109
548103,0.000,109
549256,-1.000,109
549999,-1.000,109
550000,-1.000,109
550001,-1.000,109
550002,-1.000,109
550003,-1.000,109
550004,-1.000,109
550005,-1.000,109
550006,-1.000,109
552095,-1.000,109
552655,-1.000,109
554126,-1.000,109
554127,-1.000,109
554128,-1.000,109
554129,-1.000,109
554130,-1.000,109
554131,-1.000,109
554132,-1.000,109
554133,-1.000,109
554135,-1.000,109
554136,-1.000,109
554137,-1.000,109
554138,-1.000,109
554139,-1.000,109
554140,-1.000,109
554141,-1.000,109
554142,-1.000,109
554143,-1.000,109
554144,-1.000,109
554145,-1.000,109
554146,-1.000,109
554149,1.000,109
554150,1.000,109
554151,1.000,109
554152,1.000,109
554153,1.000,109
554154,1.000,109
554155,1.000,109
554177,1.000,109
554178,-1.000,109
554179,-1.000,109
554317,-1.000,109
554336,-1.000,109
554820,-1.000,109
554821,-1.000,109
554867,1.000,109
554868,1.000,109
554869,1.000,109
554886,-1.000,109
555236,-1.000,109
555889,0.000,109
555890,0.000,109
555891,0.000,109
555892,0.000,109
555912,-1.000,109
555913,-1.000,109
555914,-1.000,109
555915,-1.000,109
555916,-1.000,109
555917,-1.000,109
555918,-1.000,109
555919,-1.000,109
555920,-1.000,109
555921,-1.000,109
555922,-1.000,109
555923,-1.000,109
555924,-1.000,109
555925,-1.000,109
555945,1.000,109
555946,-1.000,109
556101,-1.000,109
556128,-1.000,109
556147,-1.000,109
556148,-1.000,109
556502,-1.000,109
557230,-1.000,109
557344,-1.000,109
557356,-1.000,109
557395,1.000,109
557396,1.000,109
557397,1.000,109
557416,-1.000,109
557417,-1.000,109
557419,-1.000,109
557541,-1.000,109
557542,-1.000,109
557543,-1.000,109
557935,-1.000,109
558423,0.000,109
558424,0.000,109
558425,0.000,109
558426,0.000,109
558526,-1.000,109
558564,-1.000,109
558565,-1.000,109
558566,-1.000,109
558567,-1.000,109
558569,-1.000,109
558570,-1.000,109
558571,1.000,109
558602,-1.000,109
558603,-1.000,109
558777,-1.000,109
558778,-1.000,109
558779,-1.000,109
558780,-1.000,109
558784,-1.000,109
559209,-1.000,109
559237,-1.000,109
559238,-1.000,109
559242,-1.000,109
559243,-1.000,109
559248,-1.000,109
559249,-1.000,109
559250,-1.000,109
559251,-1.000,109
559254,1.000,109
559255,1.000,109
559256,1.000,109
559257,1.000,109
559264,-1.000,109
559370,-1.000,109
559371,-1.000,109
559372,-1.000,109
559373,-1.000,109
560384,0.000,109
560385,0.000,109
560386,0.000,109
560387,0.000,109
560388,0.000,109
560437,-1.000,109
560438,-1.000,109
560439,-1.000,109
560440,-1.000,109
560441,-1.000,109
560442,-1.000,109
560521,-1.000,109
560555,-1.000,109
560556,-1.000,109
560558,1.000,109
560559,1.000,109
560560,1.000,109
560561,1.000,109
560562,-1.000,109
562670,0.000,109
563302,-1.000,109
563303,-1.000,109
564359,-1.000,109
564968,-1.000,109
564969,-1.000,109
567169,-1.000,109
567249,-1.000,109
567269,-1.000,109
567445,-1.000,109
568875,-1.000,109
568884,1.000,109
568885,1.000,109
568886,1.000,109
568887,-1.000,109
568888,-1.000,109
568889,-1.000,109
569788,-1.000,109
570049,-1.000,109
570050,-1.000,109
570051,-1.000,109
570221,-1.000,109
570359,-1.000,109
570457,-1.000,109
570635,-1.000,109
571857,-1.000,109
572090,-1.000,109
572091,-1.000,109
572092,-1.000,109
572093,-1.000,109
572094,-1.000,109
572095,-1.000,109
572096,-1.000,109
572097,-1.000,109
572098,-1.000,109
572099,-1.000,109
572100,-1.000,109
572101,-1.000,109
572102,-1.000,109
572103,-1.000,109
572104,-1.000,109
572105,-1.000,109
573907,-1.000,109
573908,-1.000,109
573909,-1.000,109
573910,-1.000,109
573912,1.000,109
573913,1.000,109
573917,-1.000,109
573941,-1.000,109
573942,-1.000,109
574037,-1.000,109
574038,-1.000,109
574685,-1.000,109
574992,0.000,109
575337,-1.000,109
575338,-1.000,109
575339,-1.000,109
575340,-1.000,109
575575,-1.000,109
575583,-1.000,109
575725,-1.000,109
575887,-1.000,109
576029,-1.000,109
576030,-1.000,109
576031,-1.000,109
576367,-1.000,109
576368,-1.000,109
576369,-1.000,109
576370,-1.000,109
576373,-1.000,109
576374,-1.000,109
576428,1.000,109
576429,1.000,109
576439,-1.000,109
576440,-1.000,109
576866,-1.000,109
576867,-1.000,109
576868,-1.000,109
576869,-1.000,109
577576,-1.000,109
577577,-1.000,109
577579,-1.000,109
577580,-1.000,109
577589,-1.000,109
577596,1.000,109
577597,-1.000,109
577598,-1.000,109
577621,0.000,109
577622,0.000,109
577674,-1.000,109
577675,-1.000,109
577875,-1.000,109
577927,0.000,109
577928,0.000,109
577929,0.000,109
577930,0.000,109
577931,0.000,109
577932,0.000,109
577933,0.000,109
577934,0.000,109
577935,0.000,109
577936,0.000,109
577937,0.000,109
577945,1.000,109
577946,1.000,109
577947,1.000,109
577948,1.000,109
577949,1.000,109
577950,1.000,109
577951,1.000,109
577952,1.000,109
577953,1.000,109
577954,1.000,109
577955,1.000,109
578023,-1.000,109
578024,-1.000,109
579642,0.000,109
579643,0.000,109
579644,0.000,109
579645,0.000,109
579646,0.000,109
579647,0.000,109
579648,0.000,109
579649,0.000,109
579650,0.000,109
579651,0.000,109
579652,0.000,109
579653,0.000,109
579746,-1.000,109
579747,-1.000,109
579748,-1.000,109
579749,-1.000,109
580234,-1.000,109
580380,-1.000,109
580705,-1.000,109
582323,-1.000,109
582403,-1.000,109
583427,-1.000,109
583445,-1.000,109
583696,-1.000,109
583735,-1.000,109
583736,-1.000,109
583737,-1.000,109
583738,-1.000,109
583739,-1.000,109
583740,-1.000,109
583741,-1.000,109
583742,-1.000,109
583743,-1.000,109
583744,-1.000,109
583745,-1.000,109
583746,-1.000,109
583747,-1.000,109
583748,-1.000,109
583749,-1.000,109
583750,-1.000,109
583751,-1.000,109
583752,-1.000,109
583753,-1.000,109
583754,-1.000,109
583755,-1.000,109
583756,-1.000,109
583757,-1.000,109
583758,-1.000,109
583759,-1.000,109
583760,-1.000,109
583761,-1.000,109
583762,-1.000,109
583765,1.000,109
583766,1.000,109
583767,1.000,109
583768,1.000,109
583831,-1.000,109
583832,-1.000,109
583974,-1.000,109
583975,-1.000,109
583982,1.000,109
583983,1.000,109
583984,1.000,109
584418,0.000,109
584419,0.000,109
584420,0.000,109
584421,0.000,109
584438,-1.000,109
584439,-1.000,109
584440,-1.000,109
584441,-1.000,109
584443,-1.000,109
584444,-1.000,109
584450,-1.000,109
584451,-1.000,109
585145,-1.000,109
585362,-1.000,109
585363,-1.000,109
585364,-1.000,109
585365,-1.000,109
585371,-1.000,109
585372,-1.000,109
585373,1.000,109
585374,1.000,109
585375,1.000,109
585385,-1.000,109
585391,-1.000,109
585392,-1.000,109
585881,-1.000,109
585882,-1.000,109
586361,0.000,109
586455,-1.000,109
586456,-1.000,109
586457,-1.000,109
586458,-1.000,109
586459,-1.000,109
586460,-1.000,109
586462,-1.000,109
586463,-1.000,109
586464,1.000,109
586472,-1.000,109
586516,-1.000,109
586715,-1.000,109
586725,-1.000,109
587404,-1.000,109
587501,-1.000,109
587798,-1.000,109
587799,-1.000,109
587837,-1.000,109
587848,-1.000,109
588075,-1.000,109
588145,-1.000,109
588147,-1.000,109
588430,-1.000,109
589166,-1.000,109
589271,-1.000,109
589272,-1.000,109
589780,-1.000,109
589781,-1.000,109
589782,-1.000,109
589783,-1.000,109
589784,-1.000,109
589785,-1.000,109
589789,-1.000,109
589790,-1.000,109
589792,-1.000,109
589793,-1.000,109
589794,-1.000,109
589795,-1.000,109
589796,-1.000,109
589797,-1.000,109
589798,-1.000,109
589924,-1.000,109
589925,-1.000,109
590284,0.000,109
590304,-1.000,109
590305,-1.000,109
590306,-1.000,109
590307,-1.000,109
590436,-1.000,109
590590,-1.000,109
590701,-1.000,109
590702,-1.000,109
590703,-1.000,109
590704,-1.000,109
590705,-1.000,109
590706,-1.000,109
590799,-1.000,109
591025,-1.000,109
591026,-1.000,109
591027,-1.000,109
591028,-1.000,109
591138,1.000,109
591139,1.000,109
591140,1.000,109
591141,-1.000,109
591142,-1.000,109
591143,-1.000,109
591144,-1.000,109
591145,-1.000,109
591146,-1.000,109
591392,-1.000,109
591393,-1.000,109
591611,-1.000,109
591612,-1.000,109
592775,-1.000,109
592924,-1.000,109
594046,-1.000,109
594456,-1.000,109
594495,-1.000,109
594597,-1.000,109
594739,-1.000,109
595619,-1.000,109
595620,-1.000,109
595621,-1.000,109
595622,-1.000,109
596213,1.000,109
596214,1.000,109
596215,-1.000,109
596216,-1.000,109
596217,-1.000,109
596218,-1.000,109
596437,-1.000,109
596467,-1.000,109
598408,-1.000,109
598409,-1.000,109
598410,-1.000,109
598411,-1.000,109
598412,-1.000,109
598413,-1.000,109
598419,-1.000,109
598420,-1.000,109
598544,-1.000,109
598545,-1.000,109
598572,-1.000,109
598573,-1.000,109
598724,-1.000,109
599576,1.000,109
599577,1.000,109
599671,1.000,109
599672,-1.000,109
599673,-1.000,109
600385,-1.000,109
600500,-1.000,109
600529,-1.000,109
602140,-1.000,109
602141,-1.000,109
602142,-1.000,109
602143,-1.000,109
602144,-1.000,109
602145,-1.000,109
602475,-1.000,109
602876,1.000,109
602889,-1.000,109
602916,-1.000,109
602917,-1.000,109
604450,-1.000,109
604542,-1.000,109
604550,-1.000,109
605196,-1.000,109
605197,-1.000,109
605198,-1.000,109
605199,-1.000,109
605200,-1.000,109
605201,-1.000,109
605202,-1.000,109
605203,-1.000,109
605204,-1.000,109
605205,-1.000,109
605206,-1.000,109
605207,-1.000,109
605208,-1.000,109
605209,-1.000,109
605210,-1.000,109
605699,-1.000,109
605700,-1.000,109
605701,-1.000,109
605702,-1.000,109
605703,-1.000,109
605704,-1.000,109
605705,-1.000,109
605706,-1.000,109
605707,-1.000,109
605708,-1.000,109
605709,-1.000,109
605710,-1.000,109
605711,-1.000,109
605712,-1.000,109
606584,-1.000,109
606585,-1.000,109
606586,-1.000,109
606587,-1.000,109
606588,-1.000,109
606589,-1.000,109
606590,-1.000,109
606591,-1.000,109
606937,-1.000,109
607374,-1.000,109
607410,-1.000,109
607411,-1.000,109
607412,-1.000,109
607413,-1.000,109
607414,-1.000,109
607415,-1.000,109
607823,-1.000,109
608189,-1.000,109
608190,-1.000,109
608191,-1.000,109
608192,-1.000,109
608193,-1.000,109
608194,-1.000,109
608434,-1.000,109
608435,-1.000,109
608833,1.000,109
608834,1.000,109
608835,1.000,109
608836,1.000,109
608837,-1.000,109
608838,-1.000,109
608839,-1.000,109
608840,-1.000,109
608841,-1.000,109
608842,-1.000,109
608843,-1.000,109
608844,-1.000,109
609000,-1.000,109
609405,1.000,109
609406,1.000,109
609407,1.000,109
609408,1.000,109
609409,1.000,109
609410,1.000,109
609411,1.000,109
609423,-1.000,109
609489,0.000,109
609490,0.000,109
609598,-1.000,109
609945,-1.000,109
609946,-1.000,109
610256,1.000,109
610257,1.000,109
610258,1.000,109
610259,1.000,109
610260,1.000,109
610261,1.000,109
610262,1.000,109
610263,1.000,109
610264,1.000,109
610265,1.000,109
610266,1.000,109
610267,1.000,109
610268,1.000,109
610269,1.000,109
610270,1.000,109
610820,-1.000,109
611080,-1.000,109
611081,-1.000,109
611116,-1.000,109
611117,-1.000,109
611190,-1.000,109
611664,-1.000,109
611665,-1.000,109
611666,-1.000,109
611667,-1.000,109
611668,-1.000,109
611669,-1.000,109
611670,-1.000,109
611671,-1.000,109
611672,-1.000,109
611673,-1.000,109
611674,-1.000,109
611675,-1.000,109
611676,-1.000,109
611677,-1.000,109
611678,-1.000,109
611679,-1.000,109
611680,-1.000,109
611681,-1.000,109
611682,-1.000,109
611683,-1.000,109
611684,-1.000,109
611685,-1.000,109
611686,-1.000,109
611687,-1.000,109
611688,-1.000,109
611689,-1.000,109
611690,-1.000,109
611691,-1.000,109
611692,-1.000,109
611693,-1.000,109
611694,-1.000,109
611695,-1.000,109
611696,-1.000,109
611697,-1.000,109
612582,-1.000,109
612892,-1.000,109
613071,-1.000,109
613609,1.000,109
613610,1.000,109
613611,1.000,109
613612,1.000,109
613613,1.000,109
613620,-1.000,109
613621,-1.000,109
613622,-1.000,109
613623,-1.000,109
613624,-1.000,109
613625,-1.000,109
613626,-1.000,109
613627,-1.000,109
613628,-1.000,109
613629,-1.000,109
613631,-1.000,109
613635,-1.000,109
613636,-1.000,109
613652,-1.000,109
613714,-1.000,109
613837,-1.000,109
614565,-1.000,109
614566,-1.000,109
614567,1.000,109
614928,-1.000,109
615711,-1.000,109
615712,-1.000,109
615858,0.000,109
615859,0.000,109
615860,0.000,109
615861,0.000,109
615862,0.000,109
615863,0.000,109
615864,0.000,109
615865,0.000,109
615866,0.000,109
615867,0.000,109
615868,0.000,109
615869,0.000,109
615870,0.000,109
615871,0.000,109
615872,0.000,109
615873,0.000,109
615878,0.000,109
615967,1.000,109
615970,1.000,109
616486,-1.000,109
616487,-1.000,109
616489,-1.000,109
616490,-1.000,109
618676,-1.000,109
619254,-1.000,109
619255,-1.000,109
619256,-1.000,109
619257,-1.000,109
619258,-1.000,109
619259,-1.000,109
619323,-1.000,109
620056,-1.000,109
620090,-1.000,109
620273,-1.000,109
620553,-1.000,109
620581,-1.000,109
621335,-1.000,109
622000,-1.000,109
622001,-1.000,109
622020,-1.000,109
622273,-1.000,109
622274,-1.000,109
622281,-1.000,109
622282,-1.000,109
622283,-1.000,109
622284,-1.000,109
622455,-1.000,109
622962,-1.000,109
622963,-1.000,109
623209,1.000,109
623210,1.000,109
623211,-1.000,109
624972,-1.000,109
624973,-1.000,109
624975,1.000,109
624977,-1.000,109
625584,-1.000,109
626490,-1.000,109
626491,-1.000,109
626492,-1.000,109
626493,-1.000,109
626494,-1.000,109
626495,-1.000,109
626606,-1.000,109
626607,-1.000,109
626654,0.000,109
626660,0.000,109
627326,1.000,109
627345,-2.000,109
627346,-1.000,109
627347,-1.000,109
627348,-1.000,109
627352,1.000,109
627464,-1.000,109
627509,-1.000,109
627747,-1.000,109
627748,-1.000,109
627749,-1.000,109
629337,-1.000,109
629338,-1.000,109
629438,-1.000,109
629808,-1.000,109
629809,-1.000,109
629810,-1.000,109
629811,-1.000,109
629812,-1.000,109
629813,-1.000,109
629814,-1.000,109
629815,-1.000,109
629816,-1.000,109
629817,-1.000,109
629818,-1.000,109
629819,-1.000,109
629820,-1.000,109
629821,-1.000,109
629822,-1.000,109
629823,-1.000,109
629824,-1.000,109
629825,-1.000,109
629826,-1.000,109
629827,-1.000,109
629828,-1.000,109
629829,-1.000,109
629830,-1.000,109
629831,-1.000,109
630591,-1.000,109
630624,-1.000,109
630625,-1.000,109
632066,-1.000,109
632067,-1.000,109
632069,-1.000,109
632070,-1.000,109
632072,-1.000,109
632073,-1.000,109
632074,-1.000,109
632075,-1.000,109
632077,-1.000,109
632078,-1.000,109
632901,1.000,109
632956,-1.000,109
632957,-1.000,109
632961,-1.000,109
632962,-1.000,109
632969,-1.000,109
633271,-1.000,109
634164,-1.000,109
634286,-1.000,109
634287,-1.000,109
635520,-1.000,109
635665,-1.000,109
635670,-1.000,109
635891,-1.000,109
635892,-1.000,109
635898,-1.000,109
635899,-1.000,109
635966,-1.000,109
636314,-1.000,109
636315,-1.000,109
636316,-1.000,109
636317,-1.000,109
636318,-1.000,109
636672,-1.000,109
636673,-1.000,109
636674,-1.000,109
636912,1.000,109
637706,-1.000,109
637750,-1.000,109
637751,-1.000,109
637756,-1.000,109
637757,-1.000,109
638100,1.000,109
638101,1.000,109
638102,1.000,109
638143,-1.000,109
638144,-1.000,109
638145,-1.000,109
638451,-1.000,109
638477,-1.000,109
639677,-1.000,109
639678,-1.000,109
639679,-1.000,109
639680,-1.000,109
639681,-1.000,109
639795,1.000,109
639798,-1.000,109
639799,-1.000,109
639802,-1.000,109
639803,-1.000,109
640816,-1.000,109
640817,-1.000,109
641104,-1.000,109
641131,-1.000,109
641132,-1.000,109
641854,-1.000,109
642569,-1.000,109
642891,-1.000,109
642892,-1.000,109
642894,-1.000,109
642895,-1.000,109
642906,-1.000,109
642907,-1.000,109
642912,1.000,109
642913,-1.000,109
642914,-1.000,109
642924,1.000,109
643078,-1.000,109
644259,-1.000,109
644260,-1.000,109
644837,-1.000,109
646298,-1.000,109
646299,-1.000,109
646300,-1.000,109
646301,-1.000,109
646302,-1.000,109
646303,-1.000,109
646304,-1.000,109
646305,-1.000,109
646306,-1.000,109
646307,-1.000,109
646308,-1.000,109
646309,-1.000,109
646310,-1.000,109
646311,-1.000,109
646312,-1.000,109
646313,-1.000,109
646314,-1.000,109
646315,-1.000,109
646316,-1.000,109
646317,-1.000,109
646318,-1.000,109
646319,-1.000,109
646320,-1.000,109
646321,-1.000,109
646322,-1.000,109
646323,-1.000,109
646324,-1.000,109
646325,-1.000,109
646326,-1.000,109
646327,-1.000,109
646328,-1.000,109
646329,-1.000,109
646330,-1.000,109
646331,-1.000,109
646332,-1.000,109
646333,-1.000,109
646334,-1.000,109
646335,-1.000,109
646336,-1.000,109
646337,-1.000,109
646338,-1.000,109
646339,-1.000,109
646340,-1.000,109
646341,-1.000,109
646342,-1.000,109
646343,-1.000,109
646344,-1.000,109
646345,-1.000,109
646346,-1.000,109
646347,-1.000,109
646348,-1.000,109
646349,-1.000,109
646350,-1.000,109
646351,-1.000,109
646352,-1.000,109
646353,-1.000,109
646367,-1.000,109
646368,-1.000,109
646391,-1.000,109
646392,-1.000,109
646393,-1.000,109
646394,-1.000,109
646395,-1.000,109
646396,-1.000,109
646397,-1.000,109
646398,-1.000,109
646399,-1.000,109
646400,-1.000,109
646401,-1.000,109
646402,-1.000,109
646403,-1.000,109
646404,-1.000,109
646405,-1.000,109
646406,-1.000,109
646407,-1.000,109
646408,-1.000,109
646409,-1.000,109
646410,-1.000,109
646411,-1.000,109
646412,-1.000,109
646413,-1.000,109
646414,-1.000,109
646415,-1.000,109
646416,-1.000,109
646417,-1.000,109
646451,-1.000,109
646452,-1.000,109
647688,-1.000,109
647691,-1.000,109
647734,-1.000,109
648984,1.000,109
648985,1.000,109
648986,1.000,109
648993,-1.000,109
648994,-1.000,109
649040,-1.000,109
649041,-1.000,109
649042,-1.000,109
649122,-1.000,109
649384,-1.000,109
649385,-1.000,109
649386,-1.000,109
649387,-1.000,109
649388,-1.000,109
649389,-1.000,109
649390,-1.000,109
649391,-1.000,109
649392,-1.000,109
649393,-1.000,109
649394,-1.000,109
649395,-1.000,109
649396,-1.000,109
649397,-1.000,109
649398,-1.000,109
649399,-1.000,109
649400,-1.000,109
649401,-1.000,109
649402,-1.000,109
649403,-1.000,109
649404,-1.000,109
649405,-1.000,109
649406,-1.000,109
649407,-1.000,109
649408,-1.000,109
649409,-1.000,109
649410,-1.000,109
649411,-1.000,109
649412,-1.000,109
649413,-1.000,109
649414,-1.000,109
649415,-1.000,109
649416,-1.000,109
649417,-1.000,109
649418,-1.000,109
649419,-1.000,109
649420,-1.000,109
649421,-1.000,109
649422,-1.000,109
649423,-1.000,109
649424,-1.000,109
649425,-1.000,109
649426,-1.000,109
649427,-1.000,109
649428,-1.000,109
649429,-1.000,109
649430,-1.000,109
649431,-1.000,109
649432,-1.000,109
649433,-1.000,109
649434,-1.000,109
649435,-1.000,109
649436,-1.000,109
649437,-1.000,109
649438,-1.000,109
649439,-1.000,109
649440,-1.000,109
649441,-1.000,109
649442,-1.000,109
649443,-1.000,109
649444,-1.000,109
649445,-1.000,109
649446,-1.000,109
649447,-1.000,109
649448,-1.000,109
649449,-1.000,109
649450,-1.000,109
649451,-1.000,109
649452,-1.000,109
